action,actname,actvalue,cid,citations,cmpdname,dsn,evids,evurls,geneid,genename,pclids,pmcids,pmids,protacxn,protname,refchemids,refsids,srccmpd,srccmpdurl,srctarget,srctargetname,srctargeturl,synonym,taxid,taxname
Simvastatin results in decreased activity of F3 protein,,,54454,"Wei JL, Cui HM, Ma CY. Simvastatin inhibits tissue factor and plasminogen activator inhibitor-1 secretion by peripheral blood mononuclear cells in patients with primary nephrotic syndrome. Eur J Med Res. 2007 May 29;12(5):216–21. PMID: 17513194.|Hölschermann H, Hilgendorff A, Kemkes-Matthes B, Schönburg M, Bauer EP, Tillmanns H, Haberbosch W. Simvastatin attenuates vascular hypercoagulability in cardiac transplant recipients. Transplantation. 2000 May 15;69(9):1830–6. doi: 10.1097/00007890-200005150-00017. PMID: 10830219.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:10830219|PMID:17513194,https://www.ncbi.nlm.nih.gov/pubmed/10830219|https://www.ncbi.nlm.nih.gov/pubmed/17513194,2152,F3,4992550|27502473,,10830219|17513194,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2152,F3,https://ctdbase.org/detail.go?type=gene&acc=2152,Simvastatin,9606,Homo sapiens (human)
"Simvastatin inhibits the reaction [cholesterol, dietary results in increased expression of F3 mrna]|simvastatin inhibits the reaction [cholesterol, dietary results in increased activity of F3 protein]",,,54454,"Wei J, Ma C, Wang X. Simvastatin inhibits tissue factor and plasminogen activator inhibitor-1 expression of glomerular mesangial cells in hypercholesterolemic rabbits. Biomed Res. 2006 Aug;27(4):149–55. doi: 10.2220/biomedres.27.149. PMID: 16971767.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:16971767,https://www.ncbi.nlm.nih.gov/pubmed/16971767,2152,F3,12624286,,16971767,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2152,F3,https://ctdbase.org/detail.go?type=gene&acc=2152,Simvastatin,9986,Oryctolagus cuniculus (rabbit)
Simvastatin results in increased expression of F3 mrna|simvastatin results in increased expression of F3 protein,,,54454,"Johnell M, Wickström M, Widunder A, Siegbahn A, Åberg M. Simvastatin reduces the production of prothrombotic prostasomes in human prostate cancer cells. Thromb Haemost. 2008;100(10):655–62. doi: 10.1160/th08-03-0173.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:18841289,https://www.ncbi.nlm.nih.gov/pubmed/18841289,2152,F3,3084357,,18841289,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2152,F3,https://ctdbase.org/detail.go?type=gene&acc=2152,Simvastatin,9606,Homo sapiens (human)
Geranylgeranyl pyrophosphate inhibits the reaction [simvastatin results in decreased expression of F3 mrna],,,54454,"Aberg M, Wickström M, Siegbahn A. Simvastatin induces apoptosis in human breast cancer cells in a NFkappaB-dependent manner and abolishes the anti-apoptotic signaling of TF/FVIIa and TF/FVIIa/FXa. Thromb Res. 2008;122(2):191–202. doi: 10.1016/j.thromres.2007.09.017. PMID: 18031796.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:18031796,https://www.ncbi.nlm.nih.gov/pubmed/18031796,2152,F3,10611027,,18031796,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2152,F3,https://ctdbase.org/detail.go?type=gene&acc=2152,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased expression of F3 protein,,,54454,"Aberg M, Wickström M, Siegbahn A. Simvastatin induces apoptosis in human breast cancer cells in a NFkappaB-dependent manner and abolishes the anti-apoptotic signaling of TF/FVIIa and TF/FVIIa/FXa. Thromb Res. 2008;122(2):191–202. doi: 10.1016/j.thromres.2007.09.017. PMID: 18031796.|Colli S, Eligini S, Lalli M, Camera M, Paoletti R, Tremoli E. Vastatins inhibit tissue factor in cultured human macrophages. A novel mechanism of protection against atherothrombosis. Arterioscler Thromb Vasc Biol. 1997 Feb;17(2):265–72. doi: 10.1161/01.atv.17.2.265. PMID: 9081680.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:18031796|PMID:9081680,https://www.ncbi.nlm.nih.gov/pubmed/18031796|https://www.ncbi.nlm.nih.gov/pubmed/9081680,2152,F3,10611027|11770674,,18031796|9081680,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2152,F3,https://ctdbase.org/detail.go?type=gene&acc=2152,Simvastatin,9606,Homo sapiens (human)
Geranylgeraniol inhibits the reaction [simvastatin results in decreased expression of f3]|simvastatin results in decreased expression of f3|mevalonic acid inhibits the reaction [simvastatin results in decreased expression of F3],,,54454,"Haslinger B, Kleemann R, Toet KH, Kooistra T. Simvastatin suppresses tissue factor expression and increases fibrinolytic activity in tumor necrosis factor-alpha-activated human peritoneal mesothelial cells. Kidney Int. 2003 Jun;63(6):2065–74. doi: 10.1046/j.1523-1755.2003.t01-2-00004.x. PMID: 12753293.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:12753293,https://www.ncbi.nlm.nih.gov/pubmed/12753293,2152,F3,27396926,,12753293,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2152,F3,https://ctdbase.org/detail.go?type=gene&acc=2152,Simvastatin,9606,Homo sapiens (human)
Simvastatin inhibits the reaction [lipopolysaccharides results in increased expression of F3 protein],,,54454,"Steiner S, Speidl WS, Pleiner J, Seidinger D, Zorn G, Kaun C, Wojta J, Huber K, Minar E, Wolzt M, Kopp CW. Simvastatin blunts endotoxin-induced tissue factor in vivo. Circulation. 2005 Apr 12;111(14):1841–6. doi: 10.1161/01.cir.0000158665.27783.0c. PMID: 15824212.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:15824212,https://www.ncbi.nlm.nih.gov/pubmed/15824212,2152,F3,312320,,15824212,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2152,F3,https://ctdbase.org/detail.go?type=gene&acc=2152,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased expression of F3 mRNA,,,54454,"Bea F, Blessing E, Shelley MI, Shultz JM, Rosenfeld ME. Simvastatin inhibits expression of tissue factor in advanced atherosclerotic lesions of apolipoprotein E deficient mice independently of lipid lowering: potential role of simvastatin-mediated inhibition of Egr-1 expression and activation. Atherosclerosis. 2003 Apr;167(2):187–94. doi: 10.1016/s0021-9150(02)00387-8. PMID: 12818400.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:12818400,https://www.ncbi.nlm.nih.gov/pubmed/12818400,2152,F3,15887802,,12818400,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2152,F3,https://ctdbase.org/detail.go?type=gene&acc=2152,Simvastatin,10090,Mus musculus (house mouse)
,,,54454,,Simvastatin,Drug Gene Interaction database (DGIdb),,,2152,F3,,,,,,6225,481107565,,https://www.dgidb.org/drugs/rxcui:36567,,F3,https://www.dgidb.org/genes/hgnc:3541,SIMVASTATIN,9606,Homo sapiens (human)
Simvastatin inhibits the reaction [dietary fats results in increased expression of FASN protein]|simvastatin inhibits the reaction [dietary fats results in increased expression of FASN mrna],,,54454,"Yin G, Liang H, Cheng Y, Chen S, Zhang X, Meng D, Yu W, Liu H, Song C, Zhang F. Diosgenin attenuates nonalcoholic fatty liver disease through mTOR-mediated inhibition of lipid accumulation and inflammation. Chem Biol Interact. 2025 Jan 05;405():111306. doi: 10.1016/j.cbi.2024.111306. PMID: 39536891.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:39536891,https://www.ncbi.nlm.nih.gov/pubmed/39536891,2194,FASN,37989457,,39536891,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2194,FASN,https://ctdbase.org/detail.go?type=gene&acc=2194,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in increased expression of FASN mRNA,,,54454,"Scharnagl H, Schinker R, Gierens H, Nauck M, Wieland H, März W. Effect of atorvastatin, simvastatin, and lovastatin on the metabolism of cholesterol and triacylglycerides in HepG2 cells. Biochem Pharmacol. 2001 Dec 01;62(11):1545–55. doi: 10.1016/s0006-2952(01)00790-0. PMID: 11728391.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:11728391,https://www.ncbi.nlm.nih.gov/pubmed/11728391,2194,FASN,13182483,,11728391,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2194,FASN,https://ctdbase.org/detail.go?type=gene&acc=2194,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in increased expression of FASN mRNA,,,54454,"Roglans N, Verd JC, Peris C, Alegret M, Vázquez M, Adzet T, Díaz C, Hernández G, Laguna JC, Sánchez RM. High doses of atorvastatin and simvastatin induce key enzymes involved in VLDL production. Lipids. 2002 May;37(5):445–54. doi: 10.1007/s11745-002-0916-0. PMID: 12056585.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:12056585,https://www.ncbi.nlm.nih.gov/pubmed/12056585,2194,FASN,21296534,,12056585,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2194,FASN,https://ctdbase.org/detail.go?type=gene&acc=2194,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in increased expression of FDFT1 mrna|resveratrol inhibits the reaction [simvastatin results in increased expression of FDFT1 mrna],,,54454,"Villanueva JA, Sokalska A, Cress AB, Ortega I, Bruner-Tran KL, Osteen KG, Duleba AJ. Resveratrol potentiates effect of simvastatin on inhibition of mevalonate pathway in human endometrial stromal cells. J Clin Endocrinol Metab. 2013 Mar;98(3):E455–62. PMID: 23386644; PMCID: PMC3590465.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:23386644,https://www.ncbi.nlm.nih.gov/pubmed/23386644,2222,FDFT1,17444020,PMC3590465,23386644,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2222,FDFT1,https://ctdbase.org/detail.go?type=gene&acc=2222,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in increased expression of FDFT1 protein,,,54454,"Cenedella RJ, Kuszak JR, Al-Ghoul KJ, Qin S, Sexton PS. Discordant expression of the sterol pathway in lens underlies simvastatin-induced cataracts in Chbb: Thom rats. J Lipid Res. 2003 Jan;44(1):198–211. doi: 10.1194/jlr.m200002-jlr200. PMID: 12518039.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:12518039,https://www.ncbi.nlm.nih.gov/pubmed/12518039,2222,FDFT1,2978547,,12518039,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2222,FDFT1,https://ctdbase.org/detail.go?type=gene&acc=2222,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in increased activity of FDFT1 protein,,,54454,"Cohen LH, van Vliet A, Roodenburg L, Jansen LM, Griffioen M. Pravastatin inhibited the cholesterol synthesis in human hepatoma cell line Hep G2 less than simvastatin and lovastatin, which is reflected in the upregulation of 3-hydroxy-3-methylglutaryl coenzyme A reductase and squalene synthase. Biochem Pharmacol. 1993 Jun 09;45(11):2203–8. doi: 10.1016/0006-2952(93)90190-8. PMID: 8517861.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:8517861,https://www.ncbi.nlm.nih.gov/pubmed/8517861,2222,FDFT1,29346804,,8517861,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2222,FDFT1,https://ctdbase.org/detail.go?type=gene&acc=2222,Simvastatin,9606,Homo sapiens (human)
Resveratrol inhibits the reaction [simvastatin results in increased expression of FDPS mrna]|simvastatin results in increased expression of FDPS mRNA,,,54454,"Villanueva JA, Sokalska A, Cress AB, Ortega I, Bruner-Tran KL, Osteen KG, Duleba AJ. Resveratrol potentiates effect of simvastatin on inhibition of mevalonate pathway in human endometrial stromal cells. J Clin Endocrinol Metab. 2013 Mar;98(3):E455–62. PMID: 23386644; PMCID: PMC3590465.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:23386644,https://www.ncbi.nlm.nih.gov/pubmed/23386644,2224,FDPS,17444020,PMC3590465,23386644,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2224,FDPS,https://ctdbase.org/detail.go?type=gene&acc=2224,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in increased expression of FGF2,,,54454,"Zhou Y, Ni Y, Liu Y, Zeng B, Xu Y, Ge W. The role of simvastatin in the osteogenesis of injectable tissue-engineered bone based on human adipose-derived stromal cells and platelet-rich plasma. Biomaterials. 2010 Jul;31(20):5325–35. doi: 10.1016/j.biomaterials.2010.03.037. PMID: 20381859.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:20381859,https://www.ncbi.nlm.nih.gov/pubmed/20381859,2247,FGF2,24166782,,20381859,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2247,FGF2,https://ctdbase.org/detail.go?type=gene&acc=2247,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased expression of FKBP1A mRNA,,,54454,"Kalyanasundaram A, Elmore JR, Manazer JR, Golden A, Franklin DP, Galt SW, Zakhary EMA, Carey DJ. Simvastatin suppresses experimental aortic aneurysm expansion. Journal of Vascular Surgery. 2006 Jan;43(1):117–117.e39. doi: 10.1016/j.jvs.2005.08.007.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:16414398,https://www.ncbi.nlm.nih.gov/pubmed/16414398,2280,FKBP1A,10564525,,16414398,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2280,FKBP1A,https://ctdbase.org/detail.go?type=gene&acc=2280,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in increased expression of FKBP4 mRNA,,,54454,"Yu JG, Sewright K, Hubal MJ, Liu JX, Schwartz LM, Hoffman EP, Clarkson PM. Investigation of gene expression in C(2)C(12) myotubes following simvastatin application and mechanical strain. J Atheroscler Thromb. 2009 Mar;16(1):21–9. PMID: 19262002; PMCID: PMC4079460.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:19262002,https://www.ncbi.nlm.nih.gov/pubmed/19262002,2288,FKBP4,22758704,PMC4079460,19262002,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2288,FKBP4,https://ctdbase.org/detail.go?type=gene&acc=2288,Simvastatin,10090,Mus musculus (house mouse)
Simvastatin results in increased phosphorylation of FOXO1 protein,,,54454,"Wu H, Lu D, Jiang H, Xiong Y, Qu C, Li B, Mahmood A, Zhou D, Chopp M. Increase in phosphorylation of Akt and its downstream signaling targets and suppression of apoptosis by simvastatin after traumatic brain injury. J Neurosurg. 2008 Oct;109(4):691–8. PMID: 18826357; PMCID: PMC3703644.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:18826357,https://www.ncbi.nlm.nih.gov/pubmed/18826357,2308,FOXO1,5152750,PMC3703644,18826357,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2308,FOXO1,https://ctdbase.org/detail.go?type=gene&acc=2308,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in decreased localization of FOXO1 protein|2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [simvastatin results in decreased localization of FOXO1 protein],,,54454,"Contreras JL, Smyth CA, Bilbao G, Young CJ, Thompson JA, Eckhoff DE. Simvastatin induces activation of the serine-threonine protein kinase AKT and increases survival of isolated human pancreatic islets. Transplantation. 2002 Oct 27;74(8):1063–9. doi: 10.1097/00007890-200210270-00001. PMID: 12438947.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:12438947,https://www.ncbi.nlm.nih.gov/pubmed/12438947,2308,FOXO1,24022285,,12438947,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2308,FOXO1,https://ctdbase.org/detail.go?type=gene&acc=2308,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased phosphorylation of FOXO1 protein|simvastatin affects the localization of FOXO1 protein,,,54454,"Mallinson JE, Constantin-Teodosiu D, Sidaway J, Westwood FR, Greenhaff PL. Blunted Akt/FOXO signalling and activation of genes controlling atrophy and fuel use in statin myopathy. The Journal of Physiology. 2009 Jan;587(1):219–30. doi: 10.1113/jphysiol.2008.164699.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:19001041,https://www.ncbi.nlm.nih.gov/pubmed/19001041,2308,FOXO1,16700232,PMC2670035,19001041,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2308,FOXO1,https://ctdbase.org/detail.go?type=gene&acc=2308,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin affects the localization of FOXO1 protein|geranylgeranyl pyrophosphate inhibits the reaction [simvastatin results in decreased phosphorylation of and affects the localization of FOXO1 protein]|simvastatin results in decreased phosphorylation of FOXO1 protein|mevalonic acid inhibits the reaction [simvastatin results in decreased phosphorylation of and affects the localization of FOXO1 protein]|farnesyl pyrophosphate inhibits the reaction [simvastatin results in decreased phosphorylation of FOXO1 protein],,,54454,"Wang L, Zheng ZG, Meng L, Zhu L, Li P, Chen J, Yang H. Statins induce skeletal muscle atrophy via GGPP depletion-dependent myostatin overexpression in skeletal muscle and brown adipose tissue. Cell Biol Toxicol. 2021 Jun;37(3):441–60. doi: 10.1007/s10565-020-09558-w. PMID: 33034787.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:33034787,https://www.ncbi.nlm.nih.gov/pubmed/33034787,2308,FOXO1,27137699,,33034787,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2308,FOXO1,https://ctdbase.org/detail.go?type=gene&acc=2308,Simvastatin,10090,Mus musculus (house mouse)
Simvastatin results in decreased phosphorylation of FOXO3 protein|simvastatin results in decreased expression of FOXO3 protein,,,54454,"Mallinson JE, Constantin-Teodosiu D, Sidaway J, Westwood FR, Greenhaff PL. Blunted Akt/FOXO signalling and activation of genes controlling atrophy and fuel use in statin myopathy. The Journal of Physiology. 2009 Jan;587(1):219–30. doi: 10.1113/jphysiol.2008.164699.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:19001041,https://www.ncbi.nlm.nih.gov/pubmed/19001041,2309,FOXO3,16700232,PMC2670035,19001041,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2309,FOXO3,https://ctdbase.org/detail.go?type=gene&acc=2309,Simvastatin,10116,Rattus norvegicus (Norway rat)
Acetylcysteine inhibits the reaction [simvastatin results in increased phosphorylation of FOXO3 protein]|simvastatin results in increased phosphorylation of FOXO3 protein,,,54454,"Qi XF, Kim DH, Yoon YS, Kim SK, Cai DQ, Teng YC, Shim KY, Lee KJ. Involvement of oxidative stress in simvastatin-induced apoptosis of murine CT26 colon carcinoma cells. Toxicol Lett. 2010 Dec 15;199(3):277–87. doi: 10.1016/j.toxlet.2010.09.010. PMID: 20883752.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:20883752,https://www.ncbi.nlm.nih.gov/pubmed/20883752,2309,FOXO3,22797440,,20883752,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,2309,FOXO3,https://ctdbase.org/detail.go?type=gene&acc=2309,Simvastatin,10090,Mus musculus (house mouse)
